39,work_class,education,education_yrs,marital_status,occupation,relationship,ethnicity,gender,capital_gain,capital_lost,hours_week,country,salary
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,47948
63, Private, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,6, United-States,46534
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States,47565
35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,19408
51, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,228601
62, Local-gov, Bachelors,13, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States,20079
55, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States,179531
43, Private, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,43259
40, Local-gov, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States,38298
37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,122142
39, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,40819
31, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,18, United-States,34229
61, Private, Masters,14, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,91363
26, Private, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States,21611
46, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,24480
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,40202
48, State-gov, Doctorate,16, Divorced, Prof-specialty, Own-child, White, Male,0,0,50, United-States,93970
34, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,21988
34, Local-gov, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,22086
59, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,168841
34, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,22674
49, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,56, United-States,93886
18, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,28293
43, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico,20115
48, Private, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,34350
28, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,24667
33, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,42491
24, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States,44093
21, Private, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,46600
17, Private, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,28, United-States,33851
39, Private, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,79684
29, Self-emp-not-inc, Bachelors,13, Separated, Prof-specialty, Own-child, White, Male,0,0,40, United-States,42630
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,246781
24, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States,27394
71, Self-emp-not-inc, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,10605,0,40, United-States,78952
51, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2415,40, China,55975
55, Private, 5th-6th,3, Divorced, Other-service, Unmarried, Black, Male,0,0,25, United-States,24294
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,208243
23, Private, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,7, United-States,32472
38, Private, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,23920
39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,179470
19, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,27726
49, Private, 9th,5, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,21577
32, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Philippines,170011
27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States,39457
38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,132147
33, Private, Some-college,10, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,60, United-States,32293
63, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,15, United-States,36110
23, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,28, United-States,25541
33, Self-emp-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, ?,46150
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States,36837
29, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Female,2174,0,45, United-States,23912
48, ?, Some-college,10, Divorced, ?, Unmarried, Black, Female,0,0,30, United-States,39187
35, Self-emp-not-inc, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,20248
28, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, India,41244
37, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,50, United-States,222401
42, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States,148807
40, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,44537
47, Private, Some-college,10, Divorced, Sales, Own-child, White, Male,0,0,55, United-States,36221
22, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States,21045
30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,219411
28, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,37023
63, Local-gov, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,55, United-States,39617
51, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,47698
22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States,29256
27, ?, Assoc-acdm,12, Married-civ-spouse, ?, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States,38838
35, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States,39605
46, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States,25416
37, Private, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,52, United-States,18919
24, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, United-States,34216
37, Self-emp-not-inc, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States,35666
53, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,30516
27, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States,21882
38, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,44, United-States,47999
53, Self-emp-not-inc, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,33688
34, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,29556
23, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States,45458
39, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States,59465
43, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,50, South,26791
67, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,103562
81, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States,31893
21, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,19923
23, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States,36719
25, Private, Some-college,10, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States,45232
42, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,38, Mexico,36583
38, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,49581
64, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,5, United-States,40294
32, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,22110
37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,19621
51, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,192036
22, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,42, United-States,45768
33, Private, 1st-4th,2, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,0,0,40, Guatemala,25898
42, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,55, United-States,21484
19, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,10, United-States,26367
51, Local-gov, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,38465
23, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico,47688
37, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,44, United-States,254068
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,99, United-States,166364
47, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States,26932
41, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,40, United-States,194166
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,24113
31, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,108275
31, Private, Assoc-acdm,12, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,34308
35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,18890
38, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,260025
18, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States,24500
20, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,39280
54, Local-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States,36602
40, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,22106
36, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1977,45, United-States,280735
43, Private, Some-college,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States,35876
44, Self-emp-not-inc, Some-college,10, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States,42584
44, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,256622
43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States,60349
51, Private, 7th-8th,4, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States,22482
18, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,20350
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,41007
41, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, ?,35364
44, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States,55122
33, Local-gov, 10th,6, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States,42078
33, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,204275
42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,219721
25, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,19525
32, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States,36109
32, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Mexico,26882
36, Private, 10th,6, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,26849
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,46459
20, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States,29040
35, Self-emp-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,197158
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States,41144
48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India,70459
36, ?, Assoc-voc,11, Widowed, ?, Not-in-family, White, Female,0,0,20, United-States,44808
34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,205421
28, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, United-States,44351
67, Private, Bachelors,13, Widowed, Exec-managerial, Not-in-family, White, Male,0,2392,40, United-States,91893
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,44503
44, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,70, United-States,27768
25, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,31594
21, Private, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,4101,0,40, United-States,48646
40, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,54002
78, Private, HS-grad,9, Widowed, Other-service, Not-in-family, Black, Female,2964,0,40, United-States,40586
34, Private, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,26103
49, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States,47536
22, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,43731
23, ?, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States,18473
60, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,42, United-States,23947
45, Local-gov, HS-grad,9, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, United-States,128848
63, Private, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,26356
41, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, United-States,47791
47, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,38302
44, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,31047
51, Private, Some-college,10, Widowed, Prof-specialty, Not-in-family, White, Female,3325,0,40, United-States,40452
46, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1504,40, United-States,49393
41, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,40215
50, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,33654
47, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States,214385
35, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States,39685
56, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,259137
45, Private, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,33600
48, Federal-gov, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,0,0,58, United-States,157221
40, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2580,0,40, United-States,26761
39, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States,226311
20, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,19787
50, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,65, United-States,56396
38, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,177207
23, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,60, United-States,48991
31, Private, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States,45850
58, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,35832
66, Private, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States,34804
39, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,157758
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,52, United-States,84028
26, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Germany,47766
51, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,35922
34, Private, Assoc-voc,11, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,43981
50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States,55973
42, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States,107051
38, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,43949
48, Private, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,26412
33, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States,211100
51, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,32, United-States,33781
22, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,21451
19, ?, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,30, United-States,28864
41, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Japan,26543
48, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,59233
42, Private, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,30, United-States,24183
34, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,25242
23, Private, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,18595
56, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Yugoslavia,47996
30, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,45, ?,36855
45, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,270848
48, Private, 10th,6, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,47985
48, Self-emp-inc, Masters,14, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, India,18057
31, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,45565
20, State-gov, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Male,0,1719,20, United-States,34468
27, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,24257
32, Private, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States,46997
76, ?, 7th-8th,4, Widowed, ?, Not-in-family, White, Male,0,0,2, United-States,35555
19, ?, HS-grad,9, Never-married, ?, Unmarried, White, Male,0,2001,40, United-States,42137
66, Self-emp-inc, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,1409,0,1, ?,18703
37, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,75, United-States,47899
34, Private, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female,0,0,30, United-States,26676
34, ?, 11th,7, Married-civ-spouse, ?, Wife, White, Female,0,0,8, United-States,37774
90, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,26496
23, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States,29782
43, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,34406
44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,60, United-States,297565
24, Private, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,37, United-States,44047
28, Private, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,0,0,55, United-States,32286
64, ?, Assoc-acdm,12, Never-married, ?, Not-in-family, White, Female,0,0,20, United-States,36197
23, Private, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,46721
20, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States,33346
36, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States,174177
61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,44705
53, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada,289388
30, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7298,0,40, United-States,273724
52, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,215983
38, Private, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Iran,36571
32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,20634
30, Self-emp-not-inc, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,75, United-States,19225
41, Private, Assoc-voc,11, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,26261
49, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States,249558
45, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,47, United-States,118958
43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States,45502
61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3471,0,40, United-States,20526
54, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, Mexico,48070
34, Private, Assoc-acdm,12, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,47022
49, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States,231774
38, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,39014
35, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,80, United-States,159227
36, Private, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,24901
30, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,37193
36, Private, Assoc-acdm,12, Divorced, Tech-support, Not-in-family, White, Female,0,0,60, United-States,26180
22, Local-gov, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States,26179
38, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States,244350
37, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,65561
48, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,46, United-States,50298
17, Private, 11th,7, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States,44411
19, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States,22326
27, Private, Bachelors,13, Never-married, Sales, Not-in-family, Black, Female,0,1590,40, United-States,18953
22, Private, Bachelors,13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,50, Taiwan,30319
49, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,26923
43, State-gov, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,57345
43, Private, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,37275
19, Local-gov, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States,22339
58, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States,20630
41, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,278686
31, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,39320
30, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,46756
32, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,48780
29, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States,23497
42, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,52, United-States,264762
38, Private, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,28, United-States,49672
41, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,150407
44, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,109806
31, Private, Doctorate,16, Married-spouse-absent, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, China,24723
34, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,29764
21, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,40897
22, Self-emp-not-inc, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, India,44188
62, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,29465
19, ?, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,40, United-States,42617
29, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,1977,25, United-States,222424
43, Private, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,30653
68, ?, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States,49847
45, Self-emp-inc, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States,243121
39, Self-emp-inc, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1651,40, Mexico,32026
41, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States,38165
