39,Real,Predicted,Set,residuos
49,31034,40980.661153377834,Train,-9946.661153377834
43,47023,48760.504630327894,Train,-1737.5046303278941
48,33572,45647.95967832477,Train,-12075.959678324769
26,30987,76747.62473160317,Train,-45760.624731603166
28,49705,61156.55061583661,Train,-11451.550615836612
28,24838,46884.356019868625,Train,-22046.356019868625
75,22552,44470.68708259711,Train,-21918.687082597113
24,21616,37419.30719268182,Train,-15803.307192681823
63,49219,56530.14902574317,Train,-7311.149025743172
17,35944,18738.72485076268,Train,17205.27514923732
17,43837,24490.60383260055,Train,19346.39616739945
45,59110,106454.8569228344,Train,-47344.8569228344
39,44785,76906.6477756779,Train,-32121.647775677906
27,44711,89242.75083035258,Train,-44531.75083035258
43,260249,81006.74580096974,Train,179242.25419903026
59,28372,72493.49994283891,Train,-44121.49994283891
34,34725,98478.45126760707,Train,-63753.45126760707
38,43786,95512.04217676134,Train,-51726.042176761344
25,22507,76610.64580830545,Train,-54103.645808305446
34,125138,123155.63941737864,Train,1982.3605826213607
20,48915,27451.303850382792,Train,21463.696149617208
73,32538,82261.57306349055,Train,-49723.57306349055
29,54495,43430.55167749037,Train,11064.448322509626
21,43418,24588.39152417193,Train,18829.60847582807
33,49972,82844.84332565108,Train,-32872.843325651076
36,34331,41166.735583148955,Train,-6835.735583148955
38,149629,86727.66799686763,Train,62901.33200313237
41,48381,96126.15653142336,Train,-47745.15653142336
28,41921,33697.20849269106,Train,8223.791507308939
32,23899,94443.28934401166,Train,-70544.28934401166
48,129484,119555.00445405327,Train,9928.995545946731
53,46057,42814.26689729477,Train,3242.733102705228
47,43026,103360.08657783392,Train,-60334.08657783392
21,19581,22825.01933164487,Train,-3244.0193316448713
43,23898,118225.22747409588,Train,-94327.22747409588
35,22054,105351.27928593465,Train,-83297.27928593465
21,48163,18836.512542334065,Train,29326.487457665935
25,25679,29509.366979839433,Train,-3830.366979839433
39,37073,23306.917034394115,Train,13766.082965605885
54,49853,119252.6912331144,Train,-69399.6912331144
36,26849,69534.73521339028,Train,-42685.735213390275
34,28883,73415.05242858906,Train,-44532.05242858906
22,36717,59605.097752402944,Train,-22888.097752402944
27,31423,22059.73509238704,Train,9363.26490761296
27,48013,31343.90443698757,Train,16669.09556301243
55,25595,49287.75853661478,Train,-23692.758536614783
21,24255,23420.69352667823,Train,834.3064733217689
40,31175,64386.12127781029,Train,-33211.12127781029
42,30586,71501.62395438379,Train,-40915.62395438379
43,147371,78408.16045035707,Train,68962.83954964293
25,21805,30932.582922047586,Train,-9127.582922047586
17,21849,31084.419883652452,Train,-9235.419883652452
35,48620,41902.22456625019,Train,6717.775433749812
31,289347,125389.5354894354,Train,163957.4645105646
28,24557,25180.70394020972,Train,-623.7039402097216
48,22495,68339.59404528848,Train,-45844.59404528848
52,284248,97917.26565517805,Train,186330.73434482195
58,21192,51191.54055497698,Train,-29999.54055497698
29,48728,58850.92363518285,Train,-10122.923635182851
34,47649,66934.3505372245,Train,-19285.350537224498
70,47984,117075.31639864115,Train,-69091.31639864115
47,34538,103986.50208043837,Train,-69448.50208043837
31,24986,32046.719263968436,Train,-7060.719263968436
36,18467,55681.53291231221,Train,-37214.53291231221
46,229712,93394.49838348912,Train,136317.50161651088
25,18419,98748.54602515709,Train,-80329.54602515709
42,31456,71532.5168130853,Train,-40076.5168130853
32,82374,85658.91516411796,Train,-3284.9151641179633
66,235000,99547.20410035674,Train,135452.79589964327
45,208006,85357.84685260733,Train,122648.15314739267
56,147503,103986.50208043837,Train,43516.49791956163
30,163810,47292.07847230717,Train,116517.92152769283
40,22904,36071.37539852414,Train,-13167.375398524142
33,132544,83187.08800339221,Train,49356.911996607785
30,28918,26023.443475851287,Train,2894.556524148713
43,282154,102830.72930506816,Train,179323.27069493185
60,246162,112265.92865126758,Train,133896.07134873242
18,33703,42768.22313738812,Train,-9065.223137388122
24,26753,82560.98120430857,Train,-55807.98120430857
39,27097,34891.873537768864,Train,-7794.8735377688645
24,32506,39454.26611433218,Train,-6948.266114332182
36,21444,81143.92638495518,Train,-59699.92638495518
21,22227,25478.439508081836,Train,-3251.439508081836
54,25152,100081.58051673158,Train,-74929.58051673158
44,24466,64009.020964346244,Train,-39543.020964346244
27,31611,57636.06918823829,Train,-26025.06918823829
39,110948,80716.99403656166,Train,30231.005963438336
52,48722,76998.34068732322,Train,-28276.340687323216
33,23180,83874.20326598671,Train,-60694.20326598671
51,198737,78953.77505474407,Train,119783.22494525593
37,101903,30824.93133440325,Train,71078.06866559674
59,146905,87009.00188672368,Train,59895.99811327632
30,299301,103922.89363748467,Train,195378.10636251533
35,49659,37987.81661918142,Train,11671.183380818577
58,257203,123011.68075345462,Train,134191.31924654538
23,20937,79394.11559847358,Train,-58457.11559847358
24,46970,41583.981526984615,Train,5386.018473015385
62,135957,73451.19667996504,Train,62505.80332003496
24,31465,17069.805284378243,Train,14395.194715621757
29,36289,76813.92642824468,Train,-40524.92642824468
53,218943,91575.83187899471,Train,127367.16812100529
27,46510,53559.24540397828,Train,-7049.245403978282
50,93115,81590.01606313029,Train,11524.983936869714
18,30817,57046.81454212928,Train,-26229.81454212928
54,114185,120860.365621045,Train,-6675.365621044999
41,57502,65015.496770713115,Train,-7513.4967707131145
28,35266,120161.8681475966,Train,-84895.8681475966
41,49959,31852.541165839655,Train,18106.458834160345
55,42558,65026.114644137415,Train,-22468.114644137415
45,173502,124457.70035499253,Train,49044.29964500747
45,29517,53536.26423126437,Train,-24019.264231264373
44,34347,107113.91090123076,Train,-72766.91090123076
51,272491,119885.64866094064,Train,152605.35133905936
44,32397,43179.21016797584,Train,-10782.210167975842
32,35819,80302.42894851875,Train,-44483.42894851875
21,44879,33747.64934298984,Train,11131.35065701016
47,188578,94473.761437245,Train,94104.238562755
62,22942,123483.35385713351,Train,-100541.35385713351
23,26332,15582.998953108829,Train,10749.001046891171
47,49915,79878.19449263928,Train,-29963.194492639275
23,18499,74339.64363149415,Train,-55840.64363149415
46,19766,87796.42082961732,Train,-68030.42082961732
54,18322,69600.83158381528,Train,-51278.83158381528
36,40650,36495.223439032954,Train,4154.776560967046
43,159659,120909.2594668307,Train,38749.7405331693
25,33168,26725.89718967129,Train,6442.10281032871
29,26604,71414.79761113811,Train,-44810.797611138114
34,34047,121485.46133891091,Train,-87438.46133891091
39,110504,60550.11527317191,Train,49953.88472682809
43,275583,100130.47436251729,Train,175452.5256374827
44,238575,130172.91403346058,Train,108402.08596653942
53,30133,35282.640825728726,Train,-5149.640825728726
22,38479,29751.61214815617,Train,8727.387851843829
34,18331,65131.88149823099,Train,-46800.88149823099
28,38671,61261.06183936668,Train,-22590.06183936668
38,29759,31486.433162634276,Train,-1727.4331626342755
46,181408,102219.08618223095,Train,79188.91381776905
34,20237,69208.36669621276,Train,-48971.36669621276
17,19787,10851.459581536277,Train,8935.540418463723
20,43784,29058.978238313415,Train,14725.021761686585
42,24847,79394.11559847358,Train,-54547.11559847358
37,155827,85892.22326898217,Train,69934.77673101783
29,40849,25321.50342167991,Train,15527.49657832009
38,27366,80997.24484759811,Train,-53631.24484759811
36,43974,38383.26579298082,Train,5590.734207019181
35,227537,124758.76866650314,Train,102778.23133349686
37,185399,85892.22326898217,Train,99506.77673101783
29,124426,119039.49439853916,Train,5386.505601460842
29,48840,62925.66012275623,Train,-14085.660122756228
58,264969,78108.30763528327,Train,186860.69236471673
21,40113,23043.19827471036,Train,17069.80172528964
22,47133,41545.20971894858,Train,5587.790281051421
25,24954,54546.13635790567,Train,-29592.13635790567
20,30302,29058.978238313415,Train,1243.0217616865848
61,194561,83581.95711132522,Train,110979.04288867478
45,22686,31074.37939820935,Train,-8388.379398209348
46,108642,117609.692815016,Train,-8967.692815015995
49,268172,141925.56366384425,Train,126246.43633615575
56,102901,125293.14508287798,Train,-22392.145082877978
38,22031,43809.75489900855,Train,-21778.75489900855
50,38021,80560.65612279464,Train,-42539.65612279464
50,136172,142557.7277717905,Train,-6385.727771790494
22,32932,45751.895451324875,Train,-12819.895451324875
51,43898,84684.19820401359,Train,-40786.19820401359
24,29455,30495.173475493306,Train,-1040.173475493306
51,48806,76546.72566786625,Train,-27740.725667866252
47,49286,39203.73052905509,Train,10082.269470944913
63,37993,68469.04108756734,Train,-30476.04108756734
28,32564,80423.47553880922,Train,-47859.475538809216
24,18651,29671.18545152817,Train,-11020.18545152817
18,44578,23458.969499039624,Train,21119.030500960376
33,46448,65711.69249833631,Train,-19263.692498336313
22,40323,28059.772330120963,Train,12263.227669879037
61,23185,24456.849863214913,Train,-1271.849863214913
56,30709,43898.02234823677,Train,-13189.022348236773
46,25224,102219.08618223095,Train,-76995.08618223095
57,26651,82271.22943990049,Train,-55620.22943990049
59,47106,35590.15154059158,Train,11515.848459408422
41,42364,28071.745969773787,Train,14292.254030226213
50,28102,86291.07927206418,Train,-58189.07927206418
18,22180,31971.915733223417,Train,-9791.915733223417
31,33630,123781.86110150476,Train,-90151.86110150476
20,47252,31842.448028481558,Train,15409.551971518442
61,24072,93908.91292763682,Train,-69836.91292763682
59,46930,120141.04387309635,Train,-73211.04387309635
30,103571,34813.17285919777,Train,68757.82714080223
27,49553,94881.0420030725,Train,-45328.04200307251
24,19325,87262.04441324247,Train,-67937.04441324247
25,42809,12351.321320027157,Train,30457.678679972843
39,45945,114226.5312749022,Train,-68281.5312749022
27,20263,26592.909179344977,Train,-6329.909179344977
37,46446,85937.58288855436,Train,-39491.58288855436
20,40645,16713.283205423635,Train,23931.716794576365
31,33344,36717.62698133929,Train,-3373.6269813392864
24,25955,61003.32762380845,Train,-35048.32762380845
27,44585,36431.65197163486,Train,8153.348028365137
62,278130,88281.90340020646,Train,189848.09659979353
33,34606,82844.84332565108,Train,-48238.843325651076
41,21500,13979.048982233493,Train,7520.951017766507
24,37451,76785.43198391167,Train,-39334.431983911665
32,77921,75182.30273478714,Train,2738.6972652128607
27,34643,33202.69581364594,Train,1440.3041863540566
55,34069,89282.5890521116,Train,-55213.589052111594
60,44377,25903.96467118524,Train,18473.03532881476
26,20829,72849.22168614503,Train,-52020.22168614503
46,79504,122997.87128654437,Train,-43493.87128654437
38,48555,39126.63223953365,Train,9428.367760466354
37,39477,85892.22326898217,Train,-46415.22326898217
37,29685,34483.737233454776,Train,-4798.737233454776
53,178445,138424.8494607239,Train,40020.1505392761
48,25979,59857.63065875532,Train,-33878.63065875532
18,32701,35408.32506043686,Train,-2707.3250604368586
45,32575,79092.3310816579,Train,-46517.3310816579
35,22035,115472.18714951663,Train,-93437.18714951663
22,44947,32760.83553905486,Train,12186.16446094514
35,31281,36419.53142486404,Train,-5138.5314248640425
37,26403,59501.557234745225,Train,-33098.557234745225
23,33638,45970.289668878395,Train,-12332.289668878395
58,18140,82079.80714725805,Train,-63939.80714725805
62,35834,61991.22356635131,Train,-26157.223566351313
24,28225,58706.90182214913,Train,-30481.901822149128
50,141773,48390.85878998182,Train,93382.14121001818
22,27173,47183.5008916685,Train,-20010.500891668496
74,43407,24287.75997360945,Train,19119.24002639055
30,27731,29357.604648803823,Train,-1626.6046488038228
24,35470,41583.981526984615,Train,-6113.981526984615
17,45370,50797.707271983796,Train,-5427.707271983796
21,30605,24588.39152417193,Train,6016.60847582807
51,223970,74302.10044454053,Train,149667.89955545947
18,21877,64082.56041831805,Train,-42205.56041831805
26,19761,33441.085496841675,Train,-13680.085496841675
31,33139,86289.6819870502,Train,-53150.68198705019
70,31285,103517.99920784573,Train,-72232.99920784573
35,47311,27761.364170757268,Train,19549.635829242732
19,46652,31946.28078615682,Train,14705.719213843178
30,36162,33783.81291886214,Train,2378.1870811378612
35,118960,94846.83306746949,Train,24113.166932530512
24,40458,44546.4744813817,Train,-4088.4744813817015
26,31849,51548.2421315696,Train,-19699.242131569597
37,32022,72050.45128787536,Train,-40028.45128787536
47,35273,121230.62098034628,Train,-85957.62098034628
49,39485,120860.365621045,Train,-81375.365621045
24,18851,87262.04441324247,Train,-68411.04441324247
55,38269,67087.57352925265,Train,-28818.57352925265
23,37771,26725.89718967129,Train,11045.10281032871
59,35690,42843.96957206583,Train,-7153.969572065827
39,18593,40514.427139917316,Train,-21921.427139917316
26,281427,100448.75441064034,Train,180978.24558935966
32,47172,85658.91516411796,Train,-38486.91516411796
44,37546,67743.53652130341,Train,-30197.53652130341
53,45438,97214.12305171462,Train,-51776.12305171462
27,45869,119558.23015284407,Train,-73689.23015284407
71,33590,91176.20317785486,Train,-57586.203177854855
20,34666,34563.647786852394,Train,102.35221314760565
37,37243,25055.444494848503,Train,12187.555505151497
35,25512,75956.99250287365,Train,-50444.99250287365
37,39037,142251.40799393796,Train,-103214.40799393796
23,48947,26072.95765262599,Train,22874.04234737401
58,35289,70470.61597569314,Train,-35181.615975693145
38,46021,23129.24491905531,Train,22891.75508094469
47,25658,71103.19044772009,Train,-45445.19044772009
50,25252,73068.04693975337,Train,-47816.046939753374
47,151445,121394.74203741984,Train,30050.25796258016
49,46295,79928.49201484842,Train,-33633.49201484842
37,231360,124992.07677136737,Train,106367.92322863263
51,33428,114497.47018941226,Train,-81069.47018941226
62,152826,127381.75690259165,Train,25444.243097408355
24,48764,39454.26611433218,Train,9309.733885667818
58,43532,94924.42639795356,Train,-51392.42639795356
24,25263,39454.26611433218,Train,-14191.266114332182
45,28483,47457.62637052497,Train,-18974.626370524973
65,47847,75956.99250287365,Train,-28109.992502873647
47,43542,53562.7698676135,Train,-10020.769867613497
52,48956,103305.44412670645,Train,-54349.444126706454
33,286804,102997.93182753425,Train,183806.06817246575
27,178018,49202.97911681465,Train,128815.02088318535
39,37361,32722.771241495393,Train,4638.228758504607
49,36619,23772.85738144646,Train,12846.142618553538
43,19265,100375.87959046707,Train,-81110.87959046707
47,20667,81492.22837155889,Train,-60825.228371558886
50,40946,25919.691857648846,Train,15026.308142351154
38,26606,59738.933279341196,Train,-33132.933279341196
21,47384,35179.25478333347,Train,12204.745216666532
47,31874,74033.61104564826,Train,-42159.61104564826
44,18673,117075.31639864115,Train,-98402.31639864115
20,35716,27870.94851650678,Train,7845.051483493218
67,40084,28253.849638935826,Train,11830.150361064174
55,254347,90952.7671305793,Train,163394.2328694207
44,39771,68224.65196062476,Train,-28453.65196062476
20,41696,15525.253483617009,Train,26170.74651638299
20,36098,94571.81589781123,Train,-58473.81589781123
24,36183,105055.25491318805,Train,-68872.25491318805
41,42610,64907.416927813785,Train,-22297.416927813785
35,46145,70568.81403134525,Train,-24423.814031345246
35,79283,80270.73669258956,Train,-987.7366925895622
19,29237,30022.05835757954,Train,-785.058357579539
34,214335,127590.51243902036,Train,86744.48756097964
48,42081,121044.77988012353,Train,-78963.77988012353
20,19095,35652.794289365316,Train,-16557.794289365316
29,30785,120365.14876753584,Train,-89580.14876753584
19,41778,33086.02314209466,Train,8691.976857905342
34,283283,119257.2363719205,Train,164025.7636280795
21,45772,22723.02560922457,Train,23048.97439077543
38,179580,118317.1283468224,Train,61262.8716531776
35,47486,72133.26415644222,Train,-24647.264156442223
35,22738,66516.83180429002,Train,-43778.83180429002
29,265835,74851.20693835156,Train,190983.79306164844
44,125543,101684.70976585611,Train,23858.29023414389
46,49104,42508.12993218796,Train,6595.870067812037
34,36193,33930.84194299205,Train,2262.158057007953
68,174559,70568.81403134525,Train,103990.18596865475
57,79450,98613.9716808999,Train,-19163.971680899893
42,241872,91858.85124560088,Train,150013.14875439912
33,21128,33302.33938475806,Train,-12174.33938475806
31,41748,22535.500918633035,Train,19212.499081366965
39,44541,82637.07092494745,Train,-38096.070924947446
45,32419,41601.15625473956,Train,-9182.156254739559
33,18049,42897.20358866276,Train,-24848.203588662756
23,48571,25180.70394020972,Train,23390.29605979028
24,30077,41583.981526984615,Train,-11506.981526984615
41,122740,81394.44067998751,Train,41345.559320012486
43,31743,35788.694822119855,Train,-4045.6948221198545
22,34271,34837.80585877872,Train,-566.8058587787236
38,19045,86727.66799686763,Train,-67682.66799686763
59,32788,39437.111309670276,Train,-6649.111309670276
71,76105,82219.84120386139,Train,-6114.84120386139
65,21586,84116.33352770004,Train,-62530.333527700044
36,28293,124304.0249581422,Train,-96011.0249581422
27,20377,51761.98134462001,Train,-31384.981344620013
26,31061,39724.741548941834,Train,-8663.741548941834
21,37268,23043.19827471036,Train,14224.801725289639
50,44084,43002.68031845343,Train,1081.3196815465708
30,27611,79835.81273879032,Train,-52224.81273879032
47,215928,93658.1639165896,Train,122269.8360834104
55,20553,91730.75394893053,Train,-71177.75394893053
57,60461,123291.15983067147,Train,-62830.15983067147
65,18303,117248.37551407272,Train,-98945.37551407272
33,23980,44974.17390838662,Train,-20994.17390838662
36,23063,50255.65979267411,Train,-27192.65979267411
59,35984,72493.49994283891,Train,-36509.49994283891
29,91294,25383.984560148965,Train,65910.01543985103
34,36571,98478.45126760707,Train,-61907.45126760707
68,293576,124758.76866650314,Train,168817.23133349686
19,32279,6806.48586235111,Train,25472.51413764889
26,32158,74159.00163899286,Train,-42001.001638992864
63,195455,113020.23644320462,Train,82434.76355679538
27,33960,54903.85120126628,Train,-20943.851201266283
40,44520,78748.1514738048,Train,-34228.1514738048
35,40477,45681.72436231174,Train,-5204.724362311739
23,23437,19457.68576900575,Train,3979.3142309942486
22,40140,49072.10819359499,Train,-8932.108193594991
28,18008,72717.36519572907,Train,-54709.36519572907
60,66246,82452.65666586891,Train,-16206.656665868912
34,187420,113869.0579003921,Train,73550.9420996079
34,49636,98478.45126760707,Train,-48842.45126760707
35,25357,27260.273606046132,Train,-1903.273606046132
38,164813,121929.11845379468,Train,42883.88154620532
28,29188,118836.21377859992,Train,-89648.21377859992
40,238041,120793.3167917018,Train,117247.6832082982
31,45141,125389.5354894354,Train,-80248.5354894354
45,78235,133518.02181629423,Train,-55283.02181629423
54,37890,80460.98580933386,Train,-42570.985809333855
29,44844,41726.72680114837,Train,3117.2731988516316
34,29170,63104.181487186725,Train,-33934.181487186725
47,158854,125293.14508287798,Train,33560.85491712202
60,134655,98575.68908734676,Train,36079.310912653236
24,161704,101684.70976585611,Train,60019.29023414389
38,173267,72825.59658590157,Train,100441.40341409843
41,31841,81394.44067998751,Train,-49553.440679987514
23,40778,29851.611657580564,Train,10926.388342419436
26,45472,58587.569578406474,Train,-13115.569578406474
62,41752,102704.5687528201,Train,-60952.568752820094
20,28216,34011.55032475503,Train,-5795.55032475503
26,47655,35727.694340832204,Train,11927.305659167796
43,29004,94492.18318979736,Train,-65488.18318979736
25,47491,38087.03685399568,Train,9403.963146004317
28,30492,85124.53874774312,Train,-54632.53874774312
22,29352,51390.18662404479,Train,-22038.186624044793
55,190383,121018.13375187927,Train,69364.86624812073
49,42050,120860.365621045,Train,-78810.365621045
57,97938,82583.63194035564,Train,15354.36805964436
38,47687,62864.19108849121,Train,-15177.191088491207
65,252549,72429.55858510328,Train,180119.44141489672
30,31418,120393.74941131659,Train,-88975.74941131659
48,45368,80112.90627392694,Train,-34744.90627392694
45,40298,85357.84685260733,Train,-45059.84685260733
42,270353,124224.39225012832,Train,146128.60774987168
58,293015,138508.29767232804,Train,154506.70232767196
47,48378,80462.86843122327,Train,-32084.868431223265
66,230982,94159.02562882836,Train,136822.97437117164
35,34563,59268.24912988101,Train,-24705.249129881013
30,26251,92332.54352730548,Train,-66081.54352730548
44,35353,87262.04441324247,Train,-51909.044413242475
36,38808,69370.6141563167,Train,-30562.614156316704
34,44031,53926.32109054719,Train,-9895.321090547193
20,21812,23307.09925647555,Train,-1495.0992564755506
47,25365,100861.36216105621,Train,-75496.36216105621
33,178658,127675.11997730582,Train,50982.88002269418
50,34412,31829.93760591693,Train,2582.06239408307
44,39579,57769.51763899957,Train,-18190.51763899957
45,20947,42882.68699527132,Train,-21935.686995271317
27,34241,36701.686052591096,Train,-2460.686052591096
59,77543,87009.00188672368,Train,-9466.00188672368
67,32123,54566.44868899415,Train,-22443.448688994147
47,127916,119724.56395895215,Train,8191.436041047855
46,33981,40051.223442438735,Train,-6070.223442438735
21,33014,35179.25478333347,Train,-2165.2547833334684
35,102037,119370.59019497476,Train,-17333.590194974764
25,42031,73158.15089234205,Train,-31127.150892342048
48,93174,120880.65882304995,Train,-27706.658823049947
33,25088,98497.66378136835,Train,-73409.66378136835
57,22335,77613.0969444136,Train,-55278.0969444136
54,291112,82222.50583690451,Train,208889.49416309549
49,33416,11458.978581597374,Train,21957.021418402626
41,23219,121296.95434584847,Train,-98077.95434584847
44,61885,86384.70711382144,Train,-24499.707113821438
25,49845,44893.99132854106,Train,4951.0086714589415
47,31576,77679.39864105513,Train,-46103.39864105513
37,147433,100407.5813025294,Train,47025.418697470595
51,21663,35444.81446475968,Train,-13781.814464759678
37,147877,84284.54888105154,Train,63592.45111894846
20,42828,31174.748086788284,Train,11653.251913211716
52,42722,99242.92002417473,Train,-56520.92002417473
35,40598,52897.08684064831,Train,-12299.086840648313
28,34471,44893.99132854106,Train,-10422.991328541058
64,24946,85124.53874774312,Train,-60178.53874774312
44,271192,93176.11506722079,Train,178015.8849327792
67,49666,66199.2894962052,Train,-16533.289496205194
42,32353,46533.699492982974,Train,-14180.699492982974
48,59233,123335.50853765104,Train,-64102.50853765104
27,40040,114052.15271945529,Train,-74012.15271945529
50,37856,32048.11654898242,Train,5807.88345101758
52,36038,32537.101346421878,Train,3500.8986535781223
70,21076,44786.884555906465,Train,-23710.884555906465
60,30771,82452.65666586891,Train,-51681.65666586891
39,62056,65515.6355471785,Train,-3459.635547178499
34,69634,140322.43441471976,Train,-70688.43441471976
33,35996,73485.1653421479,Train,-37489.1653421479
31,217446,123719.35741096767,Train,93726.64258903233
43,24410,47807.58852782129,Train,-23397.588527821288
30,18328,59419.59456213146,Train,-41091.59456213146
48,48792,94877.8163042817,Train,-46085.8163042817
25,37459,39205.36775075932,Train,-1746.3677507593166
33,285831,97359.64065481431,Train,188471.3593451857
18,23850,33767.08109582657,Train,-9917.081095826572
58,30514,67278.65149183452,Train,-36764.65149183452
45,276291,135365.6902969155,Train,140925.3097030845
30,19153,135890.36633019,Train,-116737.36633019001
17,18719,34582.940468062065,Train,-15863.940468062065
38,44462,79327.06676913038,Train,-34865.06676913038
18,43232,72529.85240574968,Train,-29297.852405749683
50,24794,33968.19343736819,Train,-9174.193437368187
40,29923,122463.49487016952,Train,-92540.49487016952
24,31048,100992.73081065634,Train,-69944.73081065634
36,25424,118463.80988417947,Train,-93039.80988417947
52,32921,52881.71191388158,Train,-19960.711913881583
48,283799,66601.29947098215,Train,217197.70052901783
35,49778,39596.49529464827,Train,10181.504705351726
30,40191,82682.95417092883,Train,-42491.95417092883
40,49836,71397.25351238326,Train,-21561.253512383264
61,226424,118836.21377859992,Train,107587.78622140008
26,26790,62794.25531078276,Train,-36004.25531078276
46,48017,45899.153139425325,Train,2117.846860574675
19,40479,76055.48018439407,Train,-35576.480184394066
50,170330,100713.74462467781,Train,69616.25537532219
39,40700,67546.96979217473,Train,-26846.96979217473
40,268929,126361.89791562766,Train,142567.10208437234
29,33303,30023.569249958586,Train,3279.4307500414143
46,39615,78094.49816837301,Train,-38479.498168373015
24,37356,55314.66792439848,Train,-17958.667924398484
42,98004,122616.7178621977,Train,-24612.717862197693
64,20736,35885.1550084892,Train,-15149.1550084892
17,22376,24490.60383260055,Train,-2114.603832600551
23,25391,33759.31974988724,Train,-8368.31974988724
23,38811,10504.869957888695,Train,28306.130042111305
67,96935,123592.22814218208,Train,-26657.22814218208
53,258955,112604.72968449965,Train,146350.27031550035
34,49394,80843.02620010782,Train,-31449.026200107823
63,287382,68469.04108756734,Train,218912.95891243266
26,43250,50564.00579200619,Train,-7314.005792006188
23,40473,60386.27421067376,Train,-19913.274210673757
23,19368,66200.63433098068,Train,-46832.63433098068
57,42144,40372.034818686785,Train,1771.965181313215
32,34239,85658.91516411796,Train,-51419.91516411796
54,21498,94443.28934401166,Train,-72945.28934401166
35,42882,115472.18714951663,Train,-72590.18714951663
57,35273,114004.57831368492,Train,-78731.57831368492
23,34297,39446.475861485254,Train,-5149.475861485254
59,84965,106344.79402308715,Train,-21379.794023087146
48,43824,42086.63882532871,Train,1737.3611746712922
40,19178,34368.07240370963,Train,-15190.07240370963
38,31394,62225.609264557184,Train,-30831.609264557184
18,27413,23458.969499039624,Train,3954.0305009603762
23,43299,53033.000629054535,Train,-9734.000629054535
26,37413,72849.22168614503,Train,-35436.22168614503
39,24647,54776.81620415294,Train,-30129.816204152943
21,27465,19766.1052563993,Train,7698.8947436007
58,219281,117623.50228192625,Train,101657.49771807375
30,43231,29703.00932953974,Train,13527.990670460262
24,27036,21930.031134180674,Train,5105.968865819326
32,20060,94693.40204520318,Train,-74633.40204520318
52,24959,120713.68408368793,Train,-95754.68408368793
31,49941,75813.0695577194,Train,-25872.0695577194
37,46227,82455.81394176872,Train,-36228.81394176872
42,29127,35445.42528469259,Train,-6318.425284692588
33,38736,88575.26647492062,Train,-49839.266474920616
23,30545,48230.85004137897,Train,-17685.850041378973
30,92276,108835.7559180308,Train,-16559.7559180308
17,30018,72104.3502744234,Train,-42086.3502744234
77,21734,35703.23670301392,Train,-13969.236703013921
19,37733,22381.57207381518,Train,15351.42792618482
59,230760,127651.43702552677,Train,103108.56297447323
35,38465,23113.83545313543,Train,15351.16454686457
30,34953,45215.108152583314,Train,-10262.108152583314
49,141170,119252.6912331144,Train,21917.308766885602
42,133423,118785.82903858958,Train,14637.170961410418
45,21416,76375.42077535187,Train,-54959.42077535187
30,25805,50158.82417138066,Train,-24353.824171380656
61,31493,92238.73484916911,Train,-60745.73484916911
66,45762,83581.95711132522,Train,-37819.95711132522
43,166493,85707.80900990365,Train,80785.19099009635
60,49134,24773.28461557372,Train,24360.71538442628
36,26266,22685.022561309655,Train,3580.9774386903446
60,28234,45615.787981252826,Train,-17381.787981252826
40,125145,126693.74439488046,Train,-1548.7443948804575
45,273542,59372.14808816617,Train,214169.85191183383
58,133649,83109.16708759368,Train,50539.83291240632
38,45437,77025.74533562333,Train,-31588.74533562333
25,42419,41367.848149875346,Train,1051.1518501246537
56,259137,121394.74203741984,Train,137742.25796258016
41,116364,19308.15865830818,Train,97055.84134169182
53,38412,79263.7064227846,Train,-40851.7064227846
32,82790,79928.49201484842,Train,2861.5079851515766
44,28392,27058.76414827987,Train,1333.2358517201283
25,45570,102917.74924768868,Train,-57347.749247688684
40,43663,87262.04441324247,Train,-43599.044413242475
57,137767,84191.30632828627,Train,53575.69367171373
28,29394,40446.284737003,Train,-11052.284737003
28,20637,118836.21377859992,Train,-98199.21377859992
65,33931,119252.6912331144,Train,-85321.6912331144
32,21163,98001.29256157597,Train,-76838.29256157597
38,24634,49833.97929050349,Train,-25199.979290503492
23,27118,30676.99003149585,Train,-3558.9900314958504
41,265728,125195.3573913066,Train,140532.6426086934
25,41630,33697.20849269106,Train,7932.791507308939
55,148852,130248.81122047966,Train,18603.188779520337
51,34389,77375.94284409942,Train,-42986.94284409942
25,37693,20974.01820783342,Train,16718.98179216658
62,21096,86739.32176378855,Train,-65643.32176378855
31,170810,121491.13244397726,Train,49318.86755602274
33,30063,83874.20326598671,Train,-53811.20326598671
28,21822,37526.39897309949,Train,-15704.398973099487
33,35075,144841.91497464693,Train,-109766.91497464693
23,23684,44893.99132854106,Train,-21209.99132854106
28,47015,65479.19515530677,Train,-18464.19515530677
46,173338,102219.08618223095,Train,71118.91381776905
51,277521,137052.16041325385,Train,140468.83958674615
56,29833,125293.14508287798,Train,-95460.14508287798
22,28787,18495.06361777932,Train,10291.93638222068
44,19469,64752.430563945134,Train,-45283.430563945134
19,39058,28133.451055653044,Train,10924.548944346956
33,39013,88575.26647492062,Train,-49562.266474920616
19,34173,18571.225812931414,Train,15601.774187068586
35,31358,75630.84920409814,Train,-44272.84920409814
24,43782,37377.29579460832,Train,6404.704205391681
53,35956,77061.03454983146,Train,-41105.03454983146
28,86976,86850.55637764072,Train,125.44362235927838
